: physical|物質
女王 君主|monarch 女神 神仙|immortal
女王 君主|monarch 天仙 神仙|immortal
女王 君主|monarch 仙女 神仙|immortal
女王 君主|monarch 人母 parents|父母
女王 君主|monarch 母親 parents|父母
女王 君主|monarch 老媽 parents|父母
女王 君主|monarch 阿母 parents|父母
女王 君主|monarch 娘 parents|父母
女王 君主|monarch 媽 parents|父母
女王 君主|monarch 媽咪 parents|父母
女王 君主|monarch 媽媽 parents|父母
女王 君主|monarch 母 parents|父母
女王 君主|monarch 女 offspring|後代
女王 君主|monarch 女兒 offspring|後代
女王 君主|monarch 掌上明珠 offspring|後代
女王 君主|monarch 姊妹 sibling|手足
女王 君主|monarch 姊妹花 sibling|手足
女王 君主|monarch 姊妺 sibling|手足
女王 君主|monarch 姐妹 sibling|手足
女王 君主|monarch 姐妺 sibling|手足
女王 君主|monarch 老婆 spouse|配偶
女王 君主|monarch 妻 spouse|配偶
女王 君主|monarch 妻子 spouse|配偶
女王 君主|monarch 家室 spouse|配偶
女王 君主|monarch 牽手 spouse|配偶
女王 君主|monarch 愛妻 spouse|配偶
女王 君主|monarch 嬌妻 spouse|配偶
女王 君主|monarch 女人 spouse|配偶
女王 君主|monarch 人妻 spouse|配偶
女王 君主|monarch 婢女 佣人|servant
女王 君主|monarch 女傭 佣人|servant
女王 君主|monarch 女僕 佣人|servant
女王 君主|monarch 奴婢 佣人|servant
女王 君主|monarch 侍女 佣人|servant
女王 君主|monarch 女子 human|人
女王 君主|monarch 女生 human|人
女王 君主|monarch 女色 human|人
女王 君主|monarch 女性 human|人
女王 君主|monarch 小姐 human|人
女王 君主|monarch 查某 human|人
女王 君主|monarch 紅粉 human|人
女皇 君主|monarch 女奴 奴隸|slave
女皇 君主|monarch 女嬰 嬰兒|baby
女皇 君主|monarch 女主角 主角|LeadingRole
女皇 君主|monarch 女主人 master|主人
女皇 君主|monarch 女伴 friends|朋友
女皇 君主|monarch 女警 警察|policeman
女皇 君主|monarch 婆子 spouse|配偶
女皇 君主|monarch 廚娘 廚師|chef
女皇 君主|monarch 女畫家 畫家|painter
女皇 君主|monarch 女巫 巫師|wizard
女皇 君主|monarch 巫婆 巫師|wizard
女皇 君主|monarch 女侍 服務生|attendant
女皇 君主|monarch 小妹 服務生|attendant
女皇 君主|monarch 歌姬 歌手|singer
女皇 君主|monarch 女演員 藝人|performer
女皇 君主|monarch 女優 藝人|performer
女皇 君主|monarch 女工 工人|worker
女皇 君主|monarch 女弟子 學生|student
女皇 君主|monarch 母老虎 虎|tiger
女皇 君主|monarch 母狗 狗|dog
女皇 君主|monarch 母鴨 鴨子|duck
女皇 君主|monarch 母雞 雞|chicken
女皇 君主|monarch 雌蝶 蝴蝶|butterfly
女皇 君主|monarch 千金 offspring|後代
女皇 君主|monarch 仙子 神仙|immortal
女皇 君主|monarch 玉女 神仙|immortal
女皇 君主|monarch 神女 神仙|immortal
女皇 君主|monarch 聖母 神仙|immortal
女皇 君主|monarch 女神 神仙|immortal
女皇 君主|monarch 天仙 神仙|immortal
女皇 君主|monarch 仙女 神仙|immortal
女皇 君主|monarch 人母 parents|父母
女皇 君主|monarch 母親 parents|父母
女皇 君主|monarch 老媽 parents|父母
女皇 君主|monarch 阿母 parents|父母
女皇 君主|monarch 娘 parents|父母
女皇 君主|monarch 媽 parents|父母
女皇 君主|monarch 媽咪 parents|父母
女皇 君主|monarch 媽媽 parents|父母
女皇 君主|monarch 母 parents|父母
女皇 君主|monarch 女 offspring|後代
女皇 君主|monarch 女兒 offspring|後代
女皇 君主|monarch 掌上明珠 offspring|後代
女皇 君主|monarch 姊妹 sibling|手足
女皇 君主|monarch 姊妹花 sibling|手足
女皇 君主|monarch 姊妺 sibling|手足
女皇 君主|monarch 姐妹 sibling|手足
女皇 君主|monarch 姐妺 sibling|手足
女皇 君主|monarch 老婆 spouse|配偶
女皇 君主|monarch 妻 spouse|配偶
女皇 君主|monarch 妻子 spouse|配偶
女皇 君主|monarch 家室 spouse|配偶
女皇 君主|monarch 牽手 spouse|配偶
女皇 君主|monarch 愛妻 spouse|配偶
女皇 君主|monarch 嬌妻 spouse|配偶
女皇 君主|monarch 女人 spouse|配偶
女皇 君主|monarch 人妻 spouse|配偶
女皇 君主|monarch 婢女 佣人|servant
女皇 君主|monarch 女傭 佣人|servant
女皇 君主|monarch 女僕 佣人|servant
女皇 君主|monarch 奴婢 佣人|servant
女皇 君主|monarch 侍女 佣人|servant
女皇 君主|monarch 女子 human|人
女皇 君主|monarch 女生 human|人
女皇 君主|monarch 女色 human|人
女皇 君主|monarch 女性 human|人
女皇 君主|monarch 小姐 human|人
女皇 君主|monarch 查某 human|人
女皇 君主|monarch 紅粉 human|人
副總統 總統|president 副主席 領袖|leader
副總統 總統|president 副團長 領袖|leader
副總統 總統|president 副校長 校長|headmaster
副總統 總統|president 二副 主管|superintendent
副總統 總統|president 副理 主管|superintendent
副總統 總統|president 副主教 主教|bishop
副總統 總統|president 配角 角色|role
副總統 總統|president 副官 軍官|officer
副總統 總統|president 副總司令 將軍|GeneralOfficer
副總統 總統|president 支氣管 氣管|trachea
副總統 總統|president 亞熱帶 熱帶|tropics
副總統 總統|president 副熱帶 熱帶|tropics
副總統 總統|president 副食 food|食品
副總統 總統|president 副產品 產品|product
副總統 總統|president 引子 medicine|藥物
副總統 總統|president 附表 表格|table
酋長 領袖|leader 土司 吏|OfficialInFeudalTimes
老師傅 先進|SeniorInExperience 老僧 僧人|monk
老師傅 先進|SeniorInExperience 老父 father|父
老師傅 先進|SeniorInExperience 老爸 father|父
老師傅 先進|SeniorInExperience 老爹 father|父
老師傅 先進|SeniorInExperience 老母 mother|母
老師傅 先進|SeniorInExperience 老娘 mother|母
老師傅 先進|SeniorInExperience 老伴 spouse|配偶
老師傅 先進|SeniorInExperience 老伴兒 spouse|配偶
老師傅 先進|SeniorInExperience 老將 將軍|GeneralOfficer
老師傅 先進|SeniorInExperience 婆子 女佣|maidservant
老師傅 先進|SeniorInExperience 老兵 士兵|soldier
老師傅 先進|SeniorInExperience 老夫子 學者|scholar
老師傅 先進|SeniorInExperience 老農 農夫|farmer
老師傅 先進|SeniorInExperience 老爺爺 男性|man
老師傅 先進|SeniorInExperience 老頭 男性|man
老師傅 先進|SeniorInExperience 老頭子 男性|man
老師傅 先進|SeniorInExperience 老公公 男性|man
老師傅 先進|SeniorInExperience 老太爺 男性|man
老師傅 先進|SeniorInExperience 老先生 男性|man
老師傅 先進|SeniorInExperience 老伯 男性|man
老師傅 先進|SeniorInExperience 老翁 男性|man
老師傅 先進|SeniorInExperience 老爺子 男性|man
老師傅 先進|SeniorInExperience 老年人 human|人
老師傅 先進|SeniorInExperience 老者 human|人
老師傅 先進|SeniorInExperience 老骨頭 human|人
老師傅 先進|SeniorInExperience 老漢 human|人
老師傅 先進|SeniorInExperience 老頭兒 human|人
老師傅 先進|SeniorInExperience 長者 human|人
老師傅 先進|SeniorInExperience 耆老 human|人
老師傅 先進|SeniorInExperience 公 human|人
老師傅 先進|SeniorInExperience 老 human|人
老師傅 先進|SeniorInExperience 銀髮族 human|人
老師傅 先進|SeniorInExperience 老人 human|人
老師傅 先進|SeniorInExperience 老人家 human|人
老師傅 先進|SeniorInExperience 老太太 女性|woman
老師傅 先進|SeniorInExperience 老太婆 女性|woman
老師傅 先進|SeniorInExperience 老婦 女性|woman
老師傅 先進|SeniorInExperience 老婆婆 女性|woman
老師傅 先進|SeniorInExperience 老嫗 女性|woman
老師傅 先進|SeniorInExperience 阿婆 女性|woman
教宗 領袖|leader 天主教徒 教徒|ReligiousFollower
教宗 領袖|leader 教父 教徒|ReligiousFollower
教宗 領袖|leader 修女 女性|woman
教宗 領袖|leader 天主堂 教堂|church
教宗 領袖|leader 天主教堂 教堂|church
教皇 領袖|leader 天主教徒 教徒|ReligiousFollower
教皇 領袖|leader 教父 教徒|ReligiousFollower
教皇 領袖|leader 修女 女性|woman
教皇 領袖|leader 天主堂 教堂|church
教皇 領袖|leader 天主教堂 教堂|church
副主席 領袖|leader 副校長 校長|headmaster
副主席 領袖|leader 二副 主管|superintendent
副主席 領袖|leader 副理 主管|superintendent
副主席 領袖|leader 副主教 主教|bishop
副主席 領袖|leader 配角 角色|role
副主席 領袖|leader 副官 軍官|officer
副主席 領袖|leader 副總司令 將軍|GeneralOfficer
副主席 領袖|leader 支氣管 氣管|trachea
副主席 領袖|leader 亞熱帶 熱帶|tropics
副主席 領袖|leader 副熱帶 熱帶|tropics
副主席 領袖|leader 副食 food|食品
副主席 領袖|leader 副產品 產品|product
副主席 領袖|leader 引子 medicine|藥物
副主席 領袖|leader 附表 表格|table
副團長 領袖|leader 副校長 校長|headmaster
副團長 領袖|leader 二副 主管|superintendent
副團長 領袖|leader 副理 主管|superintendent
副團長 領袖|leader 副主教 主教|bishop
副團長 領袖|leader 配角 角色|role
副團長 領袖|leader 副官 軍官|officer
副團長 領袖|leader 副總司令 將軍|GeneralOfficer
副團長 領袖|leader 支氣管 氣管|trachea
副團長 領袖|leader 亞熱帶 熱帶|tropics
副團長 領袖|leader 副熱帶 熱帶|tropics
副團長 領袖|leader 副食 food|食品
副團長 領袖|leader 副產品 產品|product
副團長 領袖|leader 引子 medicine|藥物
副團長 領袖|leader 附表 表格|table
隊長 領袖|leader 社員 成員|member
隊長 領袖|leader 會員 成員|member
隊長 領袖|leader 團員 成員|member
隊長 領袖|leader 會友 friends|朋友
隊長 領袖|leader 分子 human|人
隊長 領袖|leader 份子 human|人
隊長 領袖|leader 成員 human|人
會長 領袖|leader 社員 成員|member
會長 領袖|leader 會員 成員|member
會長 領袖|leader 團員 成員|member
會長 領袖|leader 會友 friends|朋友
會長 領袖|leader 分子 human|人
會長 領袖|leader 份子 human|人
會長 領袖|leader 成員 human|人
團長 領袖|leader 社員 成員|member
團長 領袖|leader 會員 成員|member
團長 領袖|leader 團員 成員|member
團長 領袖|leader 會友 friends|朋友
團長 領袖|leader 分子 human|人
團長 領袖|leader 份子 human|人
團長 領袖|leader 成員 human|人
領隊 領袖|leader 社員 成員|member
領隊 領袖|leader 會員 成員|member
領隊 領袖|leader 團員 成員|member
領隊 領袖|leader 會友 friends|朋友
領隊 領袖|leader 分子 human|人
領隊 領袖|leader 份子 human|人
領隊 領袖|leader 成員 human|人
格格 公主|princess 清人 人民|people
格格 公主|princess 清宮 皇宮|palace
總幹事 主管|superintendent 局長 公務員|PublicServant
總幹事 主管|superintendent 理事長 公務員|PublicServant
總幹事 主管|superintendent 幹事長 公務員|PublicServant
所長 主管|superintendent 館長 公務員|PublicServant
店長 商店|shop 廠長 工廠|factory
店長 商店|shop 園長 幼稚園|kindergarten
店長 商店|shop 校長 學校|school
店長 商店|shop 船長 ship|船
主編 主管|superintendent 編審 員工|staff
廠長 工廠|factory 園長 幼稚園|kindergarten
廠長 主管|superintendent 廠方 雇主|employer
廠長 工廠|factory 校長 學校|school
廠長 工廠|factory 船長 ship|船
園長 幼稚園|kindergarten 校長 學校|school
園長 幼稚園|kindergarten 船長 ship|船
社長 主管|superintendent 院長 公務員|PublicServant
署長 主管|superintendent 局長 公務員|PublicServant
署長 主管|superintendent 理事長 公務員|PublicServant
署長 主管|superintendent 幹事長 公務員|PublicServant
副校長 校長|headmaster 二副 主管|superintendent
副校長 校長|headmaster 副理 主管|superintendent
副校長 校長|headmaster 副主教 主教|bishop
副校長 校長|headmaster 配角 角色|role
副校長 校長|headmaster 副官 軍官|officer
副校長 校長|headmaster 副總司令 將軍|GeneralOfficer
副校長 校長|headmaster 支氣管 氣管|trachea
副校長 校長|headmaster 亞熱帶 熱帶|tropics
副校長 校長|headmaster 副熱帶 熱帶|tropics
副校長 校長|headmaster 副食 food|食品
副校長 校長|headmaster 副產品 產品|product
副校長 校長|headmaster 引子 medicine|藥物
副校長 校長|headmaster 附表 表格|table
二副 主管|superintendent 副主教 主教|bishop
二副 主管|superintendent 配角 角色|role
二副 主管|superintendent 副官 軍官|officer
二副 主管|superintendent 副總司令 將軍|GeneralOfficer
二副 主管|superintendent 支氣管 氣管|trachea
二副 主管|superintendent 亞熱帶 熱帶|tropics
二副 主管|superintendent 副熱帶 熱帶|tropics
二副 主管|superintendent 副食 food|食品
二副 主管|superintendent 副產品 產品|product
二副 主管|superintendent 引子 medicine|藥物
二副 主管|superintendent 附表 表格|table
副理 主管|superintendent 副主教 主教|bishop
副理 主管|superintendent 配角 角色|role
副理 主管|superintendent 副官 軍官|officer
副理 主管|superintendent 副總司令 將軍|GeneralOfficer
副理 主管|superintendent 支氣管 氣管|trachea
副理 主管|superintendent 亞熱帶 熱帶|tropics
副理 主管|superintendent 副熱帶 熱帶|tropics
副理 主管|superintendent 副食 food|食品
副理 主管|superintendent 副產品 產品|product
副理 主管|superintendent 引子 medicine|藥物
副理 主管|superintendent 附表 表格|table
監事 主管|superintendent 監督 公務員|PublicServant
監事 主管|superintendent 督察 human|人
監事 主管|superintendent 督導 human|人
監事 主管|superintendent 監察人 human|人
監理 主管|superintendent 監督 公務員|PublicServant
監理 主管|superintendent 督察 human|人
監理 主管|superintendent 督導 human|人
監理 主管|superintendent 監察人 human|人
左右手 屬下|subordinate 助理 員工|staff
左右手 屬下|subordinate 助理員 員工|staff
左右手 hand|手 雙翼 wing|翅
左右手 hand|手 兩翼 wing|翅
左右手 hand|手 雙唇 唇|lip
左右手 hand|手 雙目 eye|眼
左右手 hand|手 雙眸 eye|眼
左右手 hand|手 雙胞胎 胎兒|fetus
左右手 hand|手 複葉 葉子|leaf
左右手 hand|手 雙臂 arm|臂
左右手 hand|手 兩岸 岸|shore
冗員 員工|staff 閒錢 money|貨幣
書記 員工|staff 書記官 公務員|PublicServant
管理員 員工|staff 上級 human|人
管理員 員工|staff 主任 human|人
管理員 員工|staff 主委 human|人
管理員 員工|staff 主控 human|人
管理員 員工|staff 主管 human|人
管理員 員工|staff 司長 human|人
管理員 員工|staff 協理 human|人
管理員 員工|staff 委員長 human|人
管理員 員工|staff 股長 human|人
管理員 員工|staff 長官 human|人
管理員 員工|staff 科長 human|人
管理員 員工|staff 祕書長 human|人
管理員 員工|staff 秘書長 human|人
管理員 員工|staff 高幹 human|人
管理員 員工|staff 區長 human|人
管理員 員工|staff 組長 human|人
管理員 員工|staff 頂頭上司 human|人
管理員 員工|staff 幹事 human|人
管理員 員工|staff 幹部 human|人
管理員 員工|staff 管事 human|人
管理員 員工|staff 管理人 human|人
管理員 員工|staff 廳長 human|人
管理員 員工|staff 執事 human|人
管理員 員工|staff 上司 human|人
袍澤 同事|colleague 同袍 friends|朋友
袍澤 同事|colleague 軍師 顧問|adviser
袍澤 同事|colleague 軍醫 醫師|physician
袍澤 同事|colleague 師長 主管|superintendent
袍澤 同事|colleague 士 主管|superintendent
袍澤 同事|colleague 戰馬 馬|horse
袍澤 同事|colleague 軍帽 帽子|headgear
袍澤 同事|colleague 號角 喇叭|trumpet
袍澤 同事|colleague 戰鼓 鼓|drum
袍澤 同事|colleague 士官 主管|superintendent
袍澤 同事|colleague 士官長 主管|superintendent
袍澤 同事|colleague 中校 主管|superintendent
袍澤 同事|colleague 中尉 主管|superintendent
袍澤 同事|colleague 少校 主管|superintendent
袍澤 同事|colleague 司令官 主管|superintendent
袍澤 同事|colleague 武官 主管|superintendent
袍澤 同事|colleague 武將 主管|superintendent
袍澤 同事|colleague 軍士 主管|superintendent
袍澤 同事|colleague 軍官 主管|superintendent
袍澤 同事|colleague 軍長 主管|superintendent
袍澤 同事|colleague 參謀長 主管|superintendent
袍澤 同事|colleague 排長 主管|superintendent
袍澤 同事|colleague 連長 主管|superintendent
袍澤 同事|colleague 營長 主管|superintendent
袍澤 同事|colleague 總兵 主管|superintendent
袍澤 同事|colleague 統領 主管|superintendent
袍澤 同事|colleague 下士 主管|superintendent
袍澤 同事|colleague 上校 主管|superintendent
袍澤 同事|colleague 上尉 主管|superintendent
袍澤 同事|colleague 戰袍 制服|uniform
袍澤 同事|colleague 軍服 制服|uniform
袍澤 同事|colleague 軍裝 制服|uniform
袍澤 同事|colleague 糧草 edible|食物
袍澤 同事|colleague 軍校 學校|school
通譯 員工|staff 譯者 專業人士|professional
